"tip_label"	"accession"	"taxid"	"taxname"	"kingdom_taxid"	"phylum_taxid"	"class_taxid"	"order_taxid"	"family_taxid"	"genus_taxid"	"species_taxid"	"strain_taxid"
"MN606291-_Flocculibacter_collagenilyticus-_Flocculibacter_collagenilyticus-_|MN606291|-_SM1988_T"	"MN606291"	"2744479"	"Flocculibacter collagenilyticus"	"2"	"1224"	"1236"	"135622"	"267888"	"2834759"	"2744479"	NA
"KJ533742-_Corallincola_holothuriorum-_Corallincola_holothuriorum-_|KJ533742|-_C4_T"	"KJ533742"	"2282215"	"Corallincola holothuriorum"	"2"	"1224"	"1236"	"135622"	"267894"	"1775176"	"2282215"	NA
"JN169121-_Corallincola_platygyrae-_Corallincola_platygyrae-_|JN169121|-_JLT2006_T"	"JN169121"	"1193278"	"Corallincola platygyrae"	"2"	"1224"	"1236"	"135622"	"267894"	"1775176"	"1193278"	NA
"EU513001-_Neiella_marina-_Neiella_marina-_|EU513001|-_j221_T"	"EU513001"	"508461"	"Neiella marina"	"2"	"1224"	"1236"	"135622"	"3046600"	"1434025"	"508461"	NA
"JX072970-_Echinimonas_agarilytica-_Echinimonas_agarilytica-_|JX072970|-_KMM_6351_T"	"JX072970"	"1215918"	"Echinimonas agarilytica"	"2"	"1224"	"1236"	"135622"	"3046600"	"1649267"	"1215918"	NA
"CP000510-_Psychromonas_ingrahamii-_Psychromonas_ingrahamii-_|CP000510|-_37_T"	"CP000510"	"357804"	"Psychromonas ingrahamii"	"2"	"1224"	"1236"	"135622"	"267894"	"67572"	"357794"	"357804"
"FJ822615-_Psychromonas_boydii-_Psychromonas_boydii-_|FJ822615|-_174_T"	"FJ822615"	"632140"	"Psychromonas boydii"	"2"	"1224"	"1236"	"135622"	"267894"	"67572"	"632140"	NA
"Y14697-_Psychromonas_antarctica-_Psychromonas_antarctica-_|Y14697|-_star-1_|DSM_10704|_T"	"Y14697"	"67573"	"Psychromonas antarctica"	"2"	"1224"	"1236"	"135622"	"267894"	"67572"	"67573"	NA
"AB304805-_Psychromonas_aquimarina-_Psychromonas_aquimarina-_|AB304805|-_JAMM_0404_T"	"AB304805"	"444919"	"Psychromonas aquimarina"	"2"	"1224"	"1236"	"135622"	"267894"	"67572"	"444919"	NA
"AB304808-_Psychromonas_ossibalaenae-_Psychromonas_ossibalaenae-_|AB304808|-_JAMM_0738_T"	"AB304808"	"444922"	"Psychromonas ossibalaenae"	"2"	"1224"	"1236"	"135622"	"267894"	"67572"	"444922"	NA
"AB304806-_Psychromonas_macrocephali-_Psychromonas_macrocephali-_|AB304806|-_JAMM_0415_T"	"AB304806"	"444920"	"Psychromonas macrocephali"	"2"	"1224"	"1236"	"135622"	"267894"	"67572"	"444920"	NA
"AB304804-_Psychromonas_japonica-_Psychromonas_japonica-_|AB304804|-_JAMM_0394_T"	"AB304804"	"444918"	"Psychromonas japonica"	"2"	"1224"	"1236"	"135622"	"267894"	"67572"	"444918"	NA
"AB052160-_Psychromonas_kaikoae-_Psychromonas_kaikoae-_|AB052160|-_JT7304_T"	"AB052160"	"1305840"	"Psychromonas kaikoae"	"2"	"1224"	"1236"	"135622"	"267894"	"67572"	"145373"	"1305840"
"AB023378-_Psychromonas_marina-_Psychromonas_marina-_|AB023378|-_4-22_T"	"AB023378"	"88364"	"Psychromonas marina"	"2"	"1224"	"1236"	"135622"	"267894"	"67572"	"88364"	NA
"AJ416756-_Psychromonas_profunda-_Psychromonas_profunda-_|AJ416756|-_2825_T"	"AJ416756"	"174037"	"Psychromonas profunda"	"2"	"1224"	"1236"	"135622"	"267894"	"67572"	"174037"	NA
"AB374544-_Psychromonas_agarivorans-_Psychromonas_agarivorans-_|AB374544|-_J42-3A_|=_MBIC_08338-_=_NBRC_104585-_=_KCTC_22285|_T"	"AB374544"	"493381"	"Psychromonas agarivorans"	"2"	"1224"	"1236"	"135622"	"267894"	"67572"	"493381"	NA
"AB365352-_Psychromonas_heitensis-_Psychromonas_heitensis-_|AB365352|-_AK15-027_|=_MBIC_06898|_T"	"AB365352"	"479650"	"Psychromonas heitensis"	"2"	"1224"	"1236"	"135622"	"267894"	"67572"	"479650"	NA
"AB094413-_Psychromonas_hadalis-_Psychromonas_hadalis-_|AB094413|-_K41G_T"	"AB094413"	"211669"	"Psychromonas hadalis"	"2"	"1224"	"1236"	"135622"	"267894"	"67572"	"211669"	NA
"AF374385-_Psychromonas_arctica-_Psychromonas_arctica-_|AF374385|-_Pull_5.3_T"	"AF374385"	"168275"	"Psychromonas arctica"	"2"	"1224"	"1236"	"135622"	"267894"	"67572"	"168275"	NA
"KX645876-_Psychromonas_aquatilis-_Psychromonas_aquatilis-_|KX645876|-_M1A1_T"	"KX645876"	"2005072"	"Psychromonas aquatilis"	"2"	"1224"	"1236"	"135622"	"267894"	"67572"	"2005072"	NA
"KR610526-_Motilimonas_eburnea-_Motilimonas_eburnea-_|KR610526|-_YH6_T"	"KR610526"	"1737488"	"Motilimonas eburnea"	"2"	"1224"	"1236"	"135622"	NA	"1914248"	"1737488"	NA
"MW130885-_Motilimonas_cestriensis-_Motilimonas_cestriensis-_|MW130885|-_MKS20_T"	"MW130885"	"2742685"	"Motilimonas cestriensis"	"2"	"1224"	"1236"	"135622"	NA	"1914248"	"2742685"	NA
"MH090938-_Motilimonas_pumila-_Motilimonas_pumila-_|MH090938|-_PLHSC7-2_T"	"MH090938"	"2303987"	"Motilimonas pumila"	"2"	"1224"	"1236"	"135622"	NA	"1914248"	"2303987"	NA
"AJ252022-_Moritella_abyssi-_Moritella_abyssi-_|AJ252022|-_2693_T"	"AJ252022"	"111292"	"Moritella abyssi"	"2"	"1224"	"1236"	"135622"	"267891"	"58050"	"111292"	NA
"EF192283-_Moritella_dasanensis-_Moritella_dasanensis-_|EF192283|-_ArB_0140_T"	"EF192283"	"1201293"	"Moritella dasanensis"	"2"	"1224"	"1236"	"135622"	"267891"	"58050"	"428031"	"1201293"
"AJ252023-_Moritella_profunda-_Moritella_profunda-_|AJ252023|-_2674_T"	"AJ252023"	"111291"	"Moritella profunda"	"2"	"1224"	"1236"	"135622"	"267891"	"58050"	"111291"	NA
"D21224-_Moritella_japonica-_Moritella_japonica-_|D21224|-_DSK1_T"	"D21224"	"89067"	"Moritella japonica"	"2"	"1224"	"1236"	"135622"	"267891"	"58050"	"89067"	NA
"AJ132226-_Moritella_viscosa-_Moritella_viscosa-_|AJ132226|-_NVI_88/478T_T"	"AJ132226"	"80854"	"Moritella viscosa"	"2"	"1224"	"1236"	"135622"	"267891"	"58050"	"80854"	NA
"AB008797-_Moritella_yayanosii-_Moritella_yayanosii-_|AB008797|-_DB21MT-5_T"	"AB008797"	"69539"	"Moritella yayanosii"	"2"	"1224"	"1236"	"135622"	"267891"	"58050"	"69539"	NA
"AB038033-_Moritella_marina-_Moritella_marina-_|AB038033|-_ATCC15381T_T"	"AB038033"	"1202962"	"Moritella marina"	"2"	"1224"	"1236"	"135622"	"267891"	"58050"	"90736"	"1202962"
"AB364966-_Paramoritella_alkaliphila-_Paramoritella_alkaliphila-_|AB364966|-_A3F-7_|=_MBIC_06429_=_DSM_19956|_T"	"AB364966"	"478738"	"Paramoritella alkaliphila"	"2"	"1224"	"1236"	"135622"	"267891"	"543732"	"478738"	NA
"JQ672626-_Paramoritella_sediminis-_Paramoritella_sediminis-_|JQ672626|-_MEBiC06500_T"	"JQ672626"	"1166481"	"Paramoritella sediminis"	"2"	"1224"	"1236"	"135622"	"267891"	"543732"	"1166481"	NA
"AB930131-_Psychrobium_conchae-_Psychrobium_conchae-_|AB930131|-_BJ-1_T"	"AB930131"	"1491831"	"Psychrobium conchae"	"2"	"1224"	"1236"	"135622"	"267890"	"1573826"	"1491831"	NA
"CP000851-_Shewanella_pealeana-_Shewanella_pealeana-_|CP000851|-_ATCC_700345_T"	"CP000851"	"398579"	"Shewanella pealeana"	"2"	"1224"	"1236"	"135622"	"267890"	"22"	"70864"	"398579"
"CP000931-_Shewanella_halifaxensis-_Shewanella_halifaxensis-_|CP000931|-_HAW-EB4_T"	"CP000931"	"458817"	"Shewanella halifaxensis"	"2"	"1224"	"1236"	"135622"	"267890"	"22"	"271098"	"458817"
"AB201475-_Shewanella_abyssi-_Shewanella_abyssi-_|AB201475|-_c941_T"	"AB201475"	"311789"	"Shewanella abyssi"	"2"	"1224"	"1236"	"135622"	"267890"	"22"	"311789"	NA
"U85907-_Shewanella_gelidimarina-_Shewanella_gelidimarina-_|U85907|-_ACAM456_T"	"U85907"	"56813"	"Shewanella gelidimarina"	"2"	"1224"	"1236"	"135622"	"267890"	"22"	"56813"	NA
"AB081757-_Shewanella_marinintestina-_Shewanella_marinintestina-_|AB081757|-_IK-1_T"	"AB081757"	"190305"	"Shewanella marinintestina"	"2"	"1224"	"1236"	"135622"	"267890"	"22"	"190305"	NA
"AB081762-_Shewanella_sairae-_Shewanella_sairae-_|AB081762|-_SM2-1_T"	"AB081762"	"190310"	"Shewanella sairae"	"2"	"1224"	"1236"	"135622"	"267890"	"22"	"190310"	NA
"AB081760-_Shewanella_schlegeliana-_Shewanella_schlegeliana-_|AB081760|-_HRKA1_T"	"AB081760"	"190308"	"Shewanella schlegeliana"	"2"	"1224"	"1236"	"135622"	"267890"	"22"	"190308"	NA
"AB204519-_Shewanella_pneumatophori-_Shewanella_pneumatophori-_|AB204519|-_SCRC-2738_T"	"AB204519"	"314092"	"Shewanella pneumatophori"	"2"	"1224"	"1236"	"135622"	"267890"	"22"	"314092"	NA
"D21225-_Shewanella_violacea-_Shewanella_violacea-_|D21225|-_DSS12_T"	"D21225"	"637905"	"Shewanella violacea"	"2"	"1224"	"1236"	"135622"	"267890"	"22"	"60217"	"637905"
"X82131-_Shewanella_benthica-_Shewanella_benthica-_|X82131|-_ATCC_43992_T"	"X82131"	"43661"	"Shewanella benthica"	"2"	"1224"	"1236"	"135622"	"267890"	"22"	"43661"	NA
"AJ551090-_Shewanella_piezotolerans-_Shewanella_piezotolerans-_|AJ551090|-_WP3_T"	"AJ551090"	"225849"	"Shewanella piezotolerans"	"2"	"1224"	"1236"	"135622"	"267890"	"22"	"404011"	"225849"
"AB094598-_Shewanella_kaireitica-_Shewanella_kaireitica-_|AB094598|-_c931_T"	"AB094598"	"212021"	"Shewanella kaireitica"	"2"	"1224"	"1236"	"135622"	"267890"	"22"	"212021"	NA
"AJ551089-_Shewanella_psychrophila-_Shewanella_psychrophila-_|AJ551089|-_WP2_T"	"AJ551089"	"225848"	"Shewanella psychrophila"	"2"	"1224"	"1236"	"135622"	"267890"	"22"	"225848"	NA
"AB094597-_Shewanella_surugensis-_Shewanella_surugensis-_|AB094597|-_c959_T"	"AB094597"	"212020"	"Shewanella surugensis"	"2"	"1224"	"1236"	"135622"	"267890"	"22"	"212020"	NA
"AF420312-_Shewanella_fidelis-_Shewanella_fidelis-_|AF420312|-_KMM_3582T_T"	"AF420312"	"173509"	"Shewanella fidelis"	"2"	"1224"	"1236"	"135622"	"267890"	"22"	"173509"	NA
"AF005249-_Shewanella_algae-_Shewanella_algae-_|AF005249|-_ATCC_51192_T"	"AF005249"	"38313"	"Shewanella algae"	"2"	"1224"	"1236"	"135622"	"267890"	"22"	"38313"	NA
"GQ260190-_Shewanella_upenei-_Shewanella_upenei-_|GQ260190|-_20-23R_T"	"GQ260190"	"38313"	"Shewanella upenei"	"2"	"1224"	"1236"	"135622"	"267890"	"22"	"38313"	NA
"HM016084-_Shewanella_indica-_Shewanella_indica-_|HM016084|-_KJW27_T"	"HM016084"	"768528"	"Shewanella indica"	"2"	"1224"	"1236"	"135622"	"267890"	"22"	"768528"	NA
"AB682249-_Shewanella_chilikensis-_Shewanella_chilikensis-_|AB682249|-_NBRC_105217_T"	"AB682249"	"558541"	"Shewanella chilikensis"	"2"	"1224"	"1236"	"135622"	"267890"	"22"	"558541"	NA
"MF164482-_Shewanella_carassii-_Shewanella_carassii-_|MF164482|-_08MAS2251_T"	"MF164482"	"1987584"	"Shewanella carassii"	"2"	"1224"	"1236"	"135622"	"267890"	"22"	"1987584"	NA
"GQ245918-_Shewanella_dokdonensis-_Shewanella_dokdonensis-_|GQ245918|-_UDC329_T"	"GQ245918"	"712036"	"Shewanella dokdonensis"	"2"	"1224"	"1236"	"135622"	"267890"	"22"	"712036"	NA
"AB682248-_Shewanella_fodinae-_Shewanella_fodinae-_|AB682248|-_NBRC_105216_T"	"AB682248"	"552357"	"Shewanella fodinae"	"2"	"1224"	"1236"	"135622"	"267890"	"22"	"552357"	NA
"MW217203-_Shewanella_yunxiaonensis-_Shewanella_yunxiaonensis-_|MW217203|-_FJAT-54481_T"	"MW217203"	"2829809"	"Shewanella yunxiaonensis"	"2"	"1224"	"1236"	"135622"	"267890"	"22"	"2829809"	NA
"MW073471-_Shewanella_avicenniae-_Shewanella_avicenniae-_|MW073471|-_51800_T"	"MW073471"	"2814294"	"Shewanella avicenniae"	"2"	"1224"	"1236"	"135622"	"267890"	"22"	"2814294"	NA
"KJ751544-_Shewanella_mangrovi-_Shewanella_mangrovi-_|KJ751544|-_YQH10_T"	"KJ751544"	"1515746"	"Shewanella mangrovi"	"2"	"1224"	"1236"	"135622"	"267890"	"22"	"1515746"	NA
"DQ180743-_Shewanella_irciniae-_Shewanella_irciniae-_|DQ180743|-_UST040317-058_T"	"DQ180743"	"345312"	"Shewanella irciniae"	"2"	"1224"	"1236"	"135622"	"267890"	"22"	"345312"	NA
"DQ167234-_Parashewanella_spongiae-_Parashewanella_spongiae-_|DQ167234|-_HJ039_T"	"DQ167234"	"342950"	"Parashewanella spongiae"	"2"	"1224"	"1236"	"135622"	"267890"	"2547964"	"342950"	NA
"MW440549-_Parashewanella_hymeniacidonis-_Parashewanella_hymeniacidonis-_|MW440549|-_202IG2-18_T"	"MW440549"	"2807618"	"Parashewanella hymeniacidonis"	"2"	"1224"	"1236"	"135622"	"267890"	"2547964"	"2807618"	NA
"MH071781-_Parashewanella_curva-_Parashewanella_curva-_|MH071781|-_C51_T"	"MH071781"	"2338552"	"Parashewanella curva"	"2"	"1224"	"1236"	"135622"	"267890"	"2547964"	"2338552"	NA
"GU289647-_Parashewanella_tropica-_Parashewanella_tropica-_|GU289647|-_MEBiC05444T_T"	"GU289647"	"2547970"	"Parashewanella tropica"	"2"	"1224"	"1236"	"135622"	"267890"	"2547964"	"2547970"	NA
"FJ041083-_Shewanella_corallii-_Shewanella_corallii-_|FJ041083|-_fav-2-10-05_T"	"FJ041083"	"560080"	"Shewanella corallii"	"2"	"1224"	"1236"	"135622"	"267890"	"22"	"560080"	NA
"KX645967-_Shewanella_submarina-_Shewanella_submarina-_|KX645967|-_NIO-S14_T"	"KX645967"	"2016376"	"Shewanella submarina"	"2"	"1224"	"1236"	"135622"	"267890"	"22"	"2016376"	NA
"EU290154-_Shewanella_marina-_Shewanella_marina-_|EU290154|-_C4_T"	"EU290154"	"1236542"	"Shewanella marina"	"2"	"1224"	"1236"	"135622"	"267890"	"22"	"487319"	"1236542"
"CP000507-_Shewanella_amazonensis-_Shewanella_amazonensis-_|CP000507|-_SB2B_T"	"CP000507"	"326297"	"Shewanella amazonensis"	"2"	"1224"	"1236"	"135622"	"267890"	"22"	"60478"	"326297"
"MH719105-_Shewanella_khirikhana-_Shewanella_khirikhana-_|MH719105|-_TH2012_T"	"MH719105"	"1965282"	"Shewanella khirikhana"	"2"	"1224"	"1236"	"135622"	"267890"	"22"	"1965282"	NA
"MW073523-_Shewanella_cyperi-_Shewanella_cyperi-_|MW073523|-_FJAT-53720_T"	"MW073523"	"2814292"	"Shewanella cyperi"	"2"	"1224"	"1236"	"135622"	"267890"	"22"	"2814292"	NA
"MW073524-_Shewanella_sedimentimangrovi-_Shewanella_sedimentimangrovi-_|MW073524|-_FJAT-52962_T"	"MW073524"	"2814293"	"Shewanella sedimentimangrovi"	"2"	"1224"	"1236"	"135622"	"267890"	"22"	"2814293"	NA
"JQ824139-_Shewanella_litorisediminis-_Shewanella_litorisediminis-_|JQ824139|-_SMK1-12_T"	"JQ824139"	"1173586"	"Shewanella litorisediminis"	"2"	"1224"	"1236"	"135622"	"267890"	"22"	"1173586"	NA
"AY485225-_Shewanella_aquimarina-_Shewanella_aquimarina-_|AY485225|-_SW-120_T"	"AY485225"	"260365"	"Shewanella aquimarina"	"2"	"1224"	"1236"	"135622"	"267890"	"22"	"260365"	NA
"DQ286387-_Shewanella_loihica-_Shewanella_loihica-_|DQ286387|-_PV-4-_ATCC_BAA-1088_T"	"DQ286387"	"323850"	"Shewanella loihica"	"2"	"1224"	"1236"	"135622"	"267890"	"22"	"359303"	"323850"
"MN749360-_Shewanella_insulae-_Shewanella_insulae-_|MN749360|-_JBTF-M18_T"	"MN749360"	"2681496"	"Shewanella insulae"	"2"	"1224"	"1236"	"135622"	"267890"	"22"	"2681496"	NA
"AY653177-_Shewanella_colwelliana-_Shewanella_colwelliana-_|AY653177|-_ATCC_39565_T"	"AY653177"	"23"	"Shewanella colwelliana"	"2"	"1224"	"1236"	"135622"	"267890"	"22"	"23"	NA
"AB681675-_Shewanella_algidipiscicola-_Shewanella_algidipiscicola-_|AB681675|-_NBRC_102032_T"	"AB681675"	"614070"	"Shewanella algidipiscicola"	"2"	"1224"	"1236"	"135622"	"267890"	"22"	"614070"	NA
"AY485224-_Shewanella_marisflavi-_Shewanella_marisflavi-_|AY485224|-_SW-117_T"	"AY485224"	"260364"	"Shewanella marisflavi"	"2"	"1224"	"1236"	"135622"	"267890"	"22"	"260364"	NA
"AY170366-_Shewanella_waksmanii-_Shewanella_waksmanii-_|AY170366|-_KMM_3823_T"	"AY170366"	"213783"	"Shewanella waksmanii"	"2"	"1224"	"1236"	"135622"	"267890"	"22"	"213783"	NA
"AY579749-_Shewanella_canadensis-_Shewanella_canadensis-_|AY579749|-_HAW-EB2_T"	"AY579749"	"271096"	"Shewanella canadensis"	"2"	"1224"	"1236"	"135622"	"267890"	"22"	"271096"	NA
"CP000821-_Shewanella_sediminis-_Shewanella_sediminis-_|CP000821|-_HAW-EB3_T"	"CP000821"	"425104"	"Shewanella sediminis"	"2"	"1224"	"1236"	"135622"	"267890"	"22"	"271097"	"425104"
"AY579752-_Shewanella_atlantica-_Shewanella_atlantica-_|AY579752|-_HAW-EB5_T"	"AY579752"	"271099"	"Shewanella atlantica"	"2"	"1224"	"1236"	"135622"	"267890"	"22"	"271099"	NA
"AB681737-_Shewanella_hanedai-_Shewanella_hanedai-_|AB681737|-_NBRC_102223_T"	"AB681737"	"25"	"Shewanella hanedai"	"2"	"1224"	"1236"	"135622"	"267890"	"22"	"25"	NA
